video_id,category_id,category_title,publishedAt,trending_date,view_count,likes,dislikes,comment_count,comments_disabled,ratings_disabled,trending_days,view_increase,like_increase,comment_increase,diff_days,engagement
1N-QMWVg8f0,10,Music,2020-11-05,2020-11-07,1861412,20376,367,1333,False,False,8 days,2148927,19478,676,2 days,4052202
PGBeV-Hlqaw,10,Music,2020-11-08,2020-11-09,405443,58315,731,4522,False,False,7 days,1526251,97310,8462,1 days,2100303
IyoCP9tgzwc,10,Music,2020-11-09,2020-11-09,143575,26888,344,3230,False,False,7 days,5067346,42770,4744,0 days,5288553
D9PZGo4hTfM,10,Music,2020-11-08,2020-11-09,486512,59539,401,4678,False,False,7 days,1101435,42267,3548,1 days,1697979
DVIjMW0-770,10,Music,2020-11-08,2020-11-09,233043,18251,118,1181,False,False,7 days,422142,10808,226,1 days,685651
wdOp_vRoy1Y,10,Music,2020-11-06,2020-11-09,2059467,111280,7628,12190,False,False,6 days,797740,24427,1076,3 days,3006180
ATh1Xf0l0bI,10,Music,2020-11-05,2020-11-09,490836,20301,276,1180,False,False,6 days,164941,3267,99,4 days,680624
pH8mu6-FvE0,10,Music,2020-11-09,2020-11-10,453495,14507,314,1049,False,False,6 days,1333755,6719,366,1 days,1809891
Gra-5VPvzd4,10,Music,2020-11-09,2020-11-10,362819,68661,776,6770,False,False,6 days,350890,27854,2076,1 days,819070
8xjE0cGsFHY,10,Music,2020-11-09,2020-11-10,794913,57194,2359,6020,False,False,6 days,1398005,36684,2425,1 days,2295241
YbS72K1NdZE,10,Music,2020-11-09,2020-11-10,203650,49819,269,6104,False,False,6 days,336477,20889,1179,1 days,618118
NAmPV5pF1YA,10,Music,2020-11-09,2020-11-10,204127,18071,239,1368,False,False,6 days,302269,8092,397,1 days,534324
JOHN4EnFqAU,10,Music,2020-11-06,2020-11-10,2063103,110503,1680,7104,False,False,5 days,1924195,41466,1452,4 days,4147823
3arkYqvD5q4,10,Music,2020-11-11,2020-11-11,979629,127695,1959,17420,False,False,7 days,4572602,88004,10787,0 days,5796137
h7EECVNTGyI,10,Music,2020-11-11,2020-11-11,489757,72018,509,6219,False,False,7 days,3669135,76840,5789,0 days,4319758
sLmLwgxnPUE,10,Music,2020-11-10,2020-11-11,2859089,447906,3603,31993,False,False,6 days,5229393,169457,12431,1 days,8750269
R1G6-RUz3OA,10,Music,2020-11-10,2020-11-11,443276,31012,901,2157,False,False,6 days,1714052,21217,1321,1 days,2213035
yjetoy-RKQ8,10,Music,2020-11-09,2020-11-11,5045344,1379335,4714,74686,False,False,4 days,701119,73963,1821,2 days,7276268
nS-DLy8yt9s,10,Music,2020-11-12,2020-11-12,419373,60026,284,4796,False,False,7 days,3346330,72423,3873,0 days,3906821
ZaLyK9VN3ec,10,Music,2020-11-11,2020-11-12,1456445,85655,1215,4778,False,False,1 days,555922,10227,647,1 days,2113674
9mH-VPxKBs4,10,Music,2020-11-11,2020-11-12,317272,35015,288,1543,False,False,6 days,1919162,25175,847,1 days,2299014
c43HnswBwA8,10,Music,2020-11-11,2020-11-12,823010,88979,1077,11647,False,False,6 days,885314,35163,1852,1 days,1845965
cxncHXyHyQM,10,Music,2020-11-11,2020-11-12,336874,20569,348,1157,False,False,5 days,422195,8120,324,1 days,789239
NXfD_7YP0eI,10,Music,2020-11-11,2020-11-12,336631,21513,328,1470,False,False,1 days,151160,4411,189,1 days,515374
zvgXz0us78M,10,Music,2020-11-11,2020-11-12,227910,16549,113,862,False,False,6 days,1082522,12843,431,1 days,1341117
plE3Fw_p_bA,10,Music,2020-11-11,2020-11-12,115027,16085,95,1499,False,False,6 days,551183,22673,1129,1 days,707596
gLA70huskTk,10,Music,2020-11-11,2020-11-12,1020545,85720,728,6192,False,False,6 days,1777461,39120,2107,1 days,2931145
xIzBCXEdmEo,10,Music,2020-11-11,2020-11-12,5622347,1327264,4880,63979,False,False,5 days,980085,85335,4993,1 days,8084003
OwC_28hDvzg,10,Music,2020-11-11,2020-11-12,224843,20851,531,4960,False,False,5 days,472919,22004,3687,1 days,749264
OdvFVDu5xKU,10,Music,2020-11-08,2020-11-12,671151,72651,829,3040,False,False,4 days,271304,12672,390,4 days,1031208
RUQl6YcMalg,10,Music,2020-11-12,2020-11-13,11574845,1858207,26227,157065,False,False,7 days,32392865,1628807,79302,1 days,47691091
PmQsZNery80,10,Music,2020-11-13,2020-11-13,511316,96314,664,8587,False,False,8 days,6090735,190552,9275,0 days,6906779
dIaDGfE0G2A,10,Music,2020-11-13,2020-11-13,957886,141094,1158,10854,False,False,6 days,1323578,80059,3066,0 days,2516537
9vMLTcftlyI,10,Music,2020-11-13,2020-11-13,805361,136713,2284,15155,False,False,8 days,24558147,825423,87256,0 days,26428055
udukDC0LFFQ,10,Music,2020-11-13,2020-11-13,233050,29202,154,2731,False,False,5 days,1341381,34288,1591,0 days,1642243
JtEv_3Rwn1o,10,Music,2020-11-12,2020-11-13,491624,46735,416,4574,False,False,5 days,1231636,40302,2931,1 days,1817802
HEydV4B6mRQ,10,Music,2020-11-12,2020-11-13,3064297,252725,3488,7025,False,False,6 days,10311196,95316,1194,1 days,13731753
bNI1POQ9Nu8,10,Music,2020-11-12,2020-11-13,218552,21781,126,1111,False,False,5 days,552810,24939,696,1 days,819889
H5KCHzVnyFQ,10,Music,2020-11-12,2020-11-13,857665,227672,1262,16107,False,False,5 days,1085286,116825,3077,1 days,2306632
u4gtYE864_w,10,Music,2020-11-12,2020-11-13,144392,1224,158,356,False,False,5 days,33286,102,28,1 days,179388
vNdMB2drD7U,10,Music,2020-11-11,2020-11-13,199332,21434,227,3696,False,False,5 days,164881,6111,447,2 days,395901
Ge4AKbnr6ME,10,Music,2020-11-13,2020-11-14,6478984,478866,9643,14896,False,False,7 days,33234500,764905,30180,1 days,41002331
G9-XNrgKqIY,10,Music,2020-11-13,2020-11-14,197260,12825,233,779,False,False,6 days,685928,24032,1237,1 days,922061
8TxW29wryYM,10,Music,2020-11-13,2020-11-14,495584,74399,833,5743,False,False,6 days,1076179,45212,3024,1 days,1700141
Pm7agZPit3o,10,Music,2020-11-12,2020-11-14,1700959,150243,2885,12123,False,False,5 days,2322689,55276,2751,2 days,4244041
EK2OgRKO4Ek,10,Music,2020-11-12,2020-11-14,240514,25159,619,1918,False,False,5 days,210995,9193,460,2 days,488239
bxd4M4UiUmE,10,Music,2020-11-13,2020-11-14,5238620,1161744,3061,39531,False,False,4 days,1055607,89686,4203,1 days,7589391
4XHidT6n940,10,Music,2020-11-13,2020-11-14,168044,13136,189,872,False,False,5 days,171215,5905,220,1 days,359392
AWXvClaRtsI,10,Music,2020-11-14,2020-11-15,0,0,0,0,True,True,6 days,0,0,0,1 days,0
j0qfH4CKQa8,10,Music,2020-11-14,2020-11-15,532958,33682,492,2332,False,False,6 days,1071308,20669,629,1 days,1661578
RWn2geHzfVM,10,Music,2020-11-14,2020-11-15,1405471,97034,1651,7300,False,False,4 days,1392270,24972,2702,1 days,2929749
qJnf7wEd3ck,10,Music,2020-11-13,2020-11-15,803310,106247,916,12086,False,False,4 days,482321,28496,2244,2 days,1434704
8Fa4pAzZhWk,10,Music,2020-11-13,2020-11-15,399527,19090,530,1086,False,False,4 days,312369,7772,338,2 days,740182
5mgJRoIr0nU,10,Music,2020-11-13,2020-11-15,299845,29919,182,1544,False,False,5 days,506898,26948,495,2 days,865649
ZsEjZKNzt9E,10,Music,2020-11-13,2020-11-15,222936,7919,88,446,False,False,5 days,556867,4645,175,2 days,792988
WjwyFBa_pfM,10,Music,2020-11-15,2020-11-16,751448,50400,848,3816,False,False,5 days,1113753,41388,1875,1 days,1962680
mx0ZcpPQVBg,10,Music,2020-11-15,2020-11-16,2870374,311725,16342,32374,False,False,3 days,2123701,64156,9395,1 days,5411725
JPZBiGdQs7o,10,Music,2020-11-16,2020-11-17,1835978,155036,2170,9849,False,False,6 days,3727551,131908,5462,1 days,5865784
ZeerrnuLi5E,10,Music,2020-11-17,2020-11-17,8740468,1003667,12840,195772,False,False,7 days,44567455,873641,205186,0 days,55586189
Ezg0ekfk2KE,10,Music,2020-11-16,2020-11-17,413438,108473,811,7448,False,False,4 days,327536,20519,665,1 days,878079
pPoex_-nv_c,10,Music,2020-11-15,2020-11-17,366661,22688,272,2027,False,False,4 days,380390,6281,189,2 days,778236
B6_iQvaIjXw,10,Music,2020-11-17,2020-11-18,11019189,1268621,23943,88706,False,False,7 days,24293692,702408,34490,1 days,37407106
Wq5S8Dt_HQE,10,Music,2020-11-17,2020-11-18,16448241,3365192,22350,362870,False,False,7 days,10882600,721640,28558,1 days,31809101
HI3aPJkZmNU,10,Music,2020-11-16,2020-11-18,1694325,42705,294,6118,False,False,5 days,1012424,23228,3167,2 days,2781967
n99LyREgulw,10,Music,2020-11-17,2020-11-18,348226,30831,168,2851,False,False,3 days,349248,10299,649,1 days,742104
t3KZnCgiMW0,10,Music,2020-11-18,2020-11-19,10363570,2550323,11950,203748,False,False,4 days,4936324,638725,14748,1 days,18707438
0tg5Kn66hJw,10,Music,2020-11-18,2020-11-19,243819,9288,406,1711,False,False,6 days,190945,3917,404,1 days,450084
DGoqaJtkMqE,10,Music,2020-11-19,2020-11-19,160909,24800,146,1229,False,False,6 days,876451,50227,1726,0 days,1115342
obxFWNeGDOg,10,Music,2020-11-18,2020-11-19,575974,98206,1691,8830,False,False,6 days,1067823,79698,3596,1 days,1834127
Uqvv8qWEevs,10,Music,2020-11-18,2020-11-19,170565,24300,392,1991,False,False,5 days,267141,17920,829,1 days,482746
-5q5mZbe3V8,10,Music,2020-11-20,2020-11-20,37570579,5177871,12125,2276126,False,False,8 days,113052202,6227159,1884777,0 days,166188714
_sxUG8O6M2w,10,Music,2020-11-20,2020-11-20,10449773,2022958,5397,158954,False,False,7 days,4617525,626473,10368,0 days,17886051
MPbUaIZAaeA,10,Music,2020-11-20,2020-11-20,5537878,1152292,9810,74229,False,False,8 days,33062067,1288093,59419,0 days,41173978
E0gmyePNri4,10,Music,2020-11-20,2020-11-20,554926,70711,558,4553,False,False,8 days,7197117,134860,7538,0 days,7969705
sVgd0pIZ8fQ,10,Music,2020-11-20,2020-11-20,364499,26577,264,4347,False,False,8 days,1801731,37469,3437,0 days,2238060
0ir1qkPXPVM,10,Music,2020-11-20,2020-11-20,4798143,502909,10178,30531,False,False,7 days,16074451,471439,21633,0 days,21899106
XAYpa0AEGeI,10,Music,2020-11-20,2020-11-20,130174,19447,78,1557,False,False,7 days,672761,22988,974,0 days,847901
PShRULA8sOY,10,Music,2020-11-19,2020-11-20,856721,85974,771,12691,False,False,7 days,4875321,130556,20766,1 days,5982029
amnspvOH-EE,10,Music,2020-11-20,2020-11-20,2199457,675813,1188,29620,False,False,7 days,9961374,638171,34840,0 days,13539275
5HMBniu9Evg,10,Music,2020-11-19,2020-11-20,555545,130121,721,9410,False,False,5 days,945573,72718,2281,1 days,1715648
evcHNAreWE8,10,Music,2020-11-19,2020-11-20,1271610,127593,2399,6192,False,False,6 days,4327208,70189,2404,1 days,5805196
JQ2vKqAQQVo,10,Music,2020-11-18,2020-11-20,1701916,453838,3531,58991,False,False,3 days,647237,97331,17704,2 days,2977017
7PBYGu4Az8s,10,Music,2020-11-20,2020-11-21,4858357,341045,13888,20846,False,False,8 days,16432970,370778,17360,1 days,22041356
uKhy1Y69BT4,10,Music,2020-11-20,2020-11-21,1458529,159754,1479,8705,False,False,7 days,2445465,93347,4951,1 days,4170751
-6Ildn2Dq2A,10,Music,2020-11-20,2020-11-21,769082,82059,1764,9856,False,False,6 days,849778,31215,2727,1 days,1744717
n7JigFZ-iZQ,10,Music,2020-11-20,2020-11-21,2645233,88147,964,3835,False,False,7 days,7104104,120325,3395,1 days,9965039
aZItoGB9zss,10,Music,2020-11-20,2020-11-21,1030219,127792,689,12722,False,False,7 days,2354037,91639,4274,1 days,3620683
3QhHQozncGo,10,Music,2020-11-20,2020-11-21,315113,11660,179,531,False,False,7 days,1096762,11740,325,1 days,1436131
wLCYlAj9rkI,10,Music,2020-11-20,2020-11-21,455935,26147,523,2327,False,False,6 days,683879,19431,1460,1 days,1189179
EH_tKcKm1CE,10,Music,2020-11-20,2020-11-21,571341,24611,372,1574,False,False,6 days,1113284,10266,445,1 days,1721521
u7A1ESIR2K4,10,Music,2020-11-20,2020-11-21,537760,63245,415,3386,False,False,7 days,2516104,132819,3198,1 days,3256512
P8jNPawT-aM,10,Music,2020-11-20,2020-11-21,741651,48258,2243,4526,False,False,4 days,618713,17366,1635,1 days,1432149
pVwtKJbAJk0,10,Music,2020-11-20,2020-11-21,291939,13724,100,679,False,False,6 days,497581,7264,160,1 days,811347
XMt0cubAY6s,10,Music,2020-11-20,2020-11-21,2458517,191975,2343,29607,False,False,6 days,5509475,122446,92426,1 days,8404446
Lc1j_z3wURc,10,Music,2020-11-20,2020-11-21,194480,7440,55,317,False,False,6 days,329786,4191,75,1 days,536289
iAAhE27-gv4,10,Music,2020-11-20,2020-11-21,375630,12477,164,1021,False,False,5 days,942107,14794,502,1 days,1346531
xxWLWlcP7JE,10,Music,2020-11-20,2020-11-21,460202,26497,530,656,False,False,3 days,214035,3415,316,1 days,705121
-c6TMmsLCxg,10,Music,2020-11-23,2020-11-23,539735,27188,1314,2799,False,False,7 days,4177629,52835,6670,0 days,4806856
g5idjxf4jHI,10,Music,2020-11-23,2020-11-23,3047216,836962,2537,128233,False,False,7 days,24438066,624237,179111,0 days,29253825
--smQkLRmrY,10,Music,2020-11-23,2020-11-23,148930,22810,237,0,False,False,6 days,422856,19051,0,0 days,613647
A5H8zBb3iao,10,Music,2020-11-23,2020-11-23,4151505,980776,3646,172025,False,False,7 days,33602827,644822,289265,0 days,39841220
Z3kAZse4xgM,10,Music,2020-11-23,2020-11-23,3374134,762619,7286,111062,False,False,6 days,3992580,264053,38171,0 days,8542619
4KiFSKLTj0U,10,Music,2020-11-21,2020-11-23,1359954,29604,1732,2597,False,False,5 days,786268,16617,1031,2 days,2196071
Hfti3BdSqZI,10,Music,2020-11-21,2020-11-23,638642,35864,645,2446,False,False,6 days,920019,12865,578,2 days,1610414
Es0wz5-tzjg,10,Music,2020-11-20,2020-11-23,1833906,52074,1116,1660,False,False,5 days,1270288,13375,340,3 days,3171643
dF-ew73XXWQ,10,Music,2020-11-20,2020-11-23,886512,84219,760,6470,False,False,5 days,500343,18985,1015,3 days,1497544
ZeP--wHHiy8,10,Music,2020-11-20,2020-11-23,361782,26768,202,2563,False,False,4 days,611366,33284,2189,3 days,1037952
Pw4y-Q7moGY,10,Music,2020-11-20,2020-11-23,5480343,335224,5246,14549,False,False,4 days,4399618,105113,2620,3 days,10337467
X1mSODr7BtM,10,Music,2020-11-20,2020-11-23,3053254,352902,3026,16996,False,False,2 days,515449,11709,319,3 days,3950629
WdBQ7q9z7rE,10,Music,2020-11-20,2020-11-23,561136,49433,374,2611,False,False,1 days,56713,1467,86,3 days,671446
qHdCROMZD9s,10,Music,2020-11-20,2020-11-23,457986,20560,150,1037,False,False,3 days,189098,3069,109,3 days,671859
ZbKqEboOSkk,10,Music,2020-11-20,2020-11-23,203039,32765,615,2910,False,False,3 days,26083,2059,81,3 days,266937
G_VKjGoyoCE,10,Music,2020-11-20,2020-11-23,3254833,274511,13396,55756,False,False,3 days,1731350,22312,7737,3 days,5346499
Ky5RT5oGg0w,10,Music,2020-11-19,2020-11-23,7849588,577928,27470,45970,False,False,2 days,555378,20611,936,4 days,9050411
YSuOwf24psk,10,Music,2020-11-20,2020-11-23,6238762,803856,1455,28219,False,False,2 days,1361086,40839,1467,3 days,8474229
9knXaWFC-FQ,10,Music,2020-11-19,2020-11-23,900321,49817,585,2893,False,False,2 days,68679,2097,190,4 days,1023997
iSSa-NoUN1w,10,Music,2020-11-19,2020-11-23,295436,32438,205,0,False,False,2 days,47962,2041,0,4 days,377877
eS4e4b27-NE,10,Music,2020-11-18,2020-11-23,499210,31194,357,1887,False,False,2 days,123730,2725,78,5 days,658824
FSe1HFBMmHU,10,Music,2020-11-23,2020-11-24,1206339,107339,1368,7976,False,False,6 days,1799852,62615,2899,1 days,3187020
soCmD9b4ros,10,Music,2020-11-24,2020-11-24,2026118,424048,3440,27994,False,False,7 days,6919451,396989,15873,0 days,9810473
3e6wSH496ok,10,Music,2020-11-23,2020-11-24,487392,42453,506,2940,False,False,6 days,919144,18987,1091,1 days,1472007
f-g_SHNv5NI,10,Music,2020-11-24,2020-11-24,979488,125620,844,6132,False,False,6 days,3748050,165246,6269,0 days,5030805
sOcxRrMlv24,10,Music,2020-11-24,2020-11-24,724167,100268,790,5041,False,False,6 days,2499371,86556,2907,0 days,3418310
57bNHupO3MU,10,Music,2020-11-24,2020-11-24,1130674,149436,828,5617,False,False,6 days,4355610,157239,4326,0 days,5802902
8JrpOFWczLs,10,Music,2020-11-23,2020-11-24,859881,94714,660,7169,False,False,6 days,1272670,39833,1974,1 days,2276241
n5uTrosrVhw,10,Music,2020-11-24,2020-11-24,273027,32329,392,1434,False,False,6 days,1472729,45685,1642,0 days,1826846
3hNlb2yY-xM,10,Music,2020-11-24,2020-11-24,251407,35161,378,2142,False,False,6 days,689864,30326,1512,0 days,1010412
pZoTlsVhXtw,10,Music,2020-11-24,2020-11-24,382123,60835,256,3186,False,False,6 days,1052146,62698,1382,0 days,1562370
X_HSvOJzhl8,10,Music,2020-11-23,2020-11-24,161715,11765,136,1550,False,False,4 days,39349,2624,324,1 days,217327
X_C26M6MJiY,10,Music,2020-11-24,2020-11-25,1507505,86909,3633,5536,False,False,6 days,2903823,64440,3734,1 days,4571947
NsK5EZVjYLI,10,Music,2020-11-24,2020-11-25,204315,22976,130,1278,False,False,6 days,426296,13006,1170,1 days,669041
jgdFUoZzCI0,10,Music,2020-11-24,2020-11-25,998225,137813,992,11845,False,False,5 days,368343,14945,507,1 days,1531678
OZxKvkvHKHY,10,Music,2020-11-24,2020-11-25,625630,43697,442,2775,False,False,6 days,676929,21069,860,1 days,1370960
xFVh9DAw03Q,10,Music,2020-11-24,2020-11-25,468695,27172,325,809,False,False,6 days,1991958,34807,702,1 days,2524143
o5SQIECedTY,10,Music,2020-11-25,2020-11-25,454012,116805,370,9037,False,False,6 days,1903494,111298,4841,0 days,2599487
gx3iQDGdCGg,10,Music,2020-11-24,2020-11-25,280315,41511,271,2848,False,False,5 days,726758,30668,1214,1 days,1083314
-YTgFUNwRKk,10,Music,2020-11-24,2020-11-25,535983,60391,307,3532,False,False,4 days,592574,27958,978,1 days,1221416
WwvTquVQKfA,10,Music,2020-11-25,2020-11-26,2476837,348559,4591,87599,False,False,5 days,10320373,313067,15125,1 days,13561560
TMgS3J8w2Qc,10,Music,2020-11-25,2020-11-26,174301,15020,228,994,False,False,5 days,647748,23930,1271,1 days,863264
meDRHqG2djI,10,Music,2020-11-25,2020-11-26,597217,34764,561,1568,False,False,5 days,3001082,88311,1796,1 days,3724738
D1IeDyG-pgM,10,Music,2020-11-25,2020-11-26,824141,66585,1031,3555,False,False,5 days,1391703,43824,1640,1 days,2331448
q_xNx_-nqio,10,Music,2020-11-25,2020-11-26,2100283,78571,18265,8979,False,False,5 days,4703034,48936,6705,1 days,6946508
uM-izUyIjtw,10,Music,2020-11-25,2020-11-26,1517725,114356,1183,11723,False,False,5 days,1650516,55368,2973,1 days,3352661
i7KLhClCMZA,10,Music,2020-11-25,2020-11-26,338799,22431,213,2776,False,False,5 days,454849,15984,1704,1 days,836543
GFZwQ0BMGB8,10,Music,2020-11-25,2020-11-26,1523762,98905,1255,3195,False,False,5 days,2403906,43088,688,1 days,4073544
a6QT0acJFQE,10,Music,2020-11-24,2020-11-26,17002996,664491,18095,47724,False,False,4 days,9935298,94509,8146,2 days,27753164
9ThZgcMd-aE,10,Music,2020-11-23,2020-11-26,396492,10345,180,814,False,False,4 days,186583,3210,234,3 days,597678
L7Vqe8QEr38,10,Music,2020-11-25,2020-11-26,556041,79376,360,5837,False,False,4 days,586837,29528,1279,1 days,1258898
7pynaH-PPCA,10,Music,2020-11-27,2020-11-27,7301417,1167530,8443,52847,False,False,4 days,14804150,413176,15193,0 days,23754313
crP1orWqBpo,10,Music,2020-11-27,2020-11-27,3376032,406503,4385,13388,False,False,1 days,3720160,109963,2762,0 days,7628808
2x9aY0QJR04,10,Music,2020-11-27,2020-11-27,615005,33318,340,461,False,False,4 days,14649727,114644,2256,0 days,15415411
OeLur8qlCY8,10,Music,2020-11-26,2020-11-27,146956,18563,302,1504,False,False,4 days,484764,9638,847,1 days,662272
Scgvq0vzlJ0,10,Music,2020-11-26,2020-11-27,381628,25406,556,2150,False,False,4 days,327647,15478,857,1 days,753166
K1caxbWpgZA,10,Music,2020-11-27,2020-11-27,549631,101407,294,6489,False,False,4 days,1827857,120735,4157,0 days,2610276
N21M9Qq4UdA,10,Music,2020-11-23,2020-11-27,840258,69607,1387,5871,False,False,3 days,344563,18205,1185,4 days,1279689
hKuDtkSLVm8,10,Music,2020-11-28,2020-11-28,410719,28542,281,2629,False,False,3 days,1277646,27882,2820,0 days,1750238
BMA171qWYZk,10,Music,2020-11-27,2020-11-28,549036,106250,1223,7183,False,False,3 days,684643,42071,1826,1 days,1391009
hULhaJYJhX4,10,Music,2020-11-27,2020-11-28,440020,36481,605,3945,False,False,3 days,275904,9307,692,1 days,766349
PhXYCymj5CA,10,Music,2020-11-26,2020-11-28,299412,17689,347,1220,False,False,3 days,345906,7863,535,2 days,672625
lqUWM8q2Hd4,10,Music,2020-11-27,2020-11-28,305370,57241,266,5546,False,False,3 days,185607,13370,581,1 days,567715
VjjKbrFJoxY,10,Music,2020-11-27,2020-11-28,2675849,657336,4162,84128,False,False,3 days,1094595,121321,19815,1 days,4653044
QoBbN7YlRQk,10,Music,2020-11-26,2020-11-28,649399,8387,712,362,False,False,3 days,240986,2685,52,2 days,901871
utlQf-A6XAE,10,Music,2020-11-27,2020-11-28,3667967,310412,15036,34360,False,False,3 days,2272984,100433,3447,1 days,6389603
7N5tSqByRxo,10,Music,2020-11-24,2020-11-28,208391,11884,120,486,False,False,3 days,61142,2436,82,4 days,284421
rF9HkFSHdnc,10,Music,2020-11-25,2020-11-28,539249,45845,667,3852,False,False,2 days,178659,10024,796,3 days,778425
nFNi9JgXaec,10,Music,2020-11-28,2020-11-29,478739,32008,1928,5172,False,False,2 days,323882,6284,888,1 days,846973
L9W-9k-qE0I,10,Music,2020-11-27,2020-11-29,1814960,50882,879,1966,False,False,2 days,545927,9657,312,2 days,2423704
VlFxGiRGO_8,10,Music,2020-11-27,2020-11-29,12447113,819470,8682,20352,False,False,2 days,4717323,66793,1900,2 days,18072951
qvXLtsBF9us,10,Music,2020-11-25,2020-11-29,653989,17459,2148,1075,False,False,1 days,66501,1996,28,4 days,741048
Fc-fa6cAe2c,10,Music,2020-11-30,2020-11-30,5990602,1263322,8534,333061,False,False,1 days,5175380,281907,153146,0 days,13197418
z1gxHexN5DI,10,Music,2020-11-30,2020-11-30,2533175,657103,2198,93289,False,False,1 days,4268694,233160,55157,0 days,7840578
0-bX6-rsdMo,10,Music,2020-11-29,2020-11-30,107042,1359,47,95,False,False,1 days,9565,89,18,1 days,118168
VgVzTgjKZ7k,10,Music,2020-12-01,2020-12-01,2170066,547828,3438,40512,False,False,0 days,0,0,0,0 days,2758406
1UHmQANFtNs,10,Music,2020-11-30,2020-12-01,699454,84040,1034,4757,False,False,0 days,0,0,0,1 days,788251
ncuxB8lxH6Y,10,Music,2020-11-30,2020-12-01,532999,37997,243,9076,False,False,0 days,0,0,0,1 days,580072
p4d-t_6lOSk,10,Music,2020-11-30,2020-12-01,411385,27182,730,2974,False,False,0 days,0,0,0,1 days,441541
U7Vl8ycfaYo,10,Music,2020-11-30,2020-12-01,304521,25462,214,1632,False,False,0 days,0,0,0,1 days,331615
-4ni0pcKZ4w,10,Music,2020-11-30,2020-12-01,1237182,227816,2141,16324,False,False,0 days,0,0,0,1 days,1481322
tnNiSgovl4U,10,Music,2020-11-29,2020-12-01,3244398,349591,6704,18907,False,False,0 days,0,0,0,2 days,3612896
-G15r96n3aY,10,Music,2020-11-29,2020-12-01,266278,38689,985,3784,False,False,0 days,0,0,0,2 days,308751
VIUo6yapDbc,26,Howto & Style,2020-08-11,2020-08-12,1123889,45802,964,2196,False,False,5 days,1276932,18345,673,1 days,2467837
uet14uf9NsE,26,Howto & Style,2020-08-12,2020-08-12,470446,47990,440,4558,False,False,5 days,635427,18644,916,0 days,1177981
GTp-0S82guE,26,Howto & Style,2020-08-11,2020-08-12,1648441,130147,1425,15773,False,False,5 days,1226308,57867,4446,1 days,3082982
GGEBtW2mWOk,26,Howto & Style,2020-08-09,2020-08-12,3427335,147162,62615,32307,False,False,4 days,553140,13217,3127,3 days,4176288
Mle7n1PuH9o,26,Howto & Style,2020-08-10,2020-08-12,674422,61373,796,4805,False,False,4 days,474527,35478,1803,2 days,1252408
JJk1ji23Ey8,26,Howto & Style,2020-08-11,2020-08-12,307888,49300,139,2925,False,False,4 days,308525,33301,1347,1 days,703286
8fUGbilT5MQ,26,Howto & Style,2020-08-11,2020-08-12,260355,14367,114,1331,False,False,4 days,172372,5324,306,1 days,454055
KnE6u4hFx14,26,Howto & Style,2020-08-08,2020-08-12,4030996,190480,3206,7772,False,False,3 days,751513,16541,613,4 days,4997915
YwJyis4yOEA,26,Howto & Style,2020-08-09,2020-08-12,323296,19257,365,1699,False,False,3 days,26770,1136,76,3 days,372234
8r1D-vNUWsg,26,Howto & Style,2020-08-09,2020-08-12,804897,34141,566,2677,False,False,2 days,188210,7041,365,3 days,1037331
XlOLx3fyf10,26,Howto & Style,2020-08-08,2020-08-12,355813,39067,306,2280,False,False,2 days,51370,3577,185,4 days,452292
cAtazIk1IYw,26,Howto & Style,2020-08-07,2020-08-12,1238677,104736,3736,13876,False,False,0 days,0,0,0,5 days,1357289
7osSbbc2xVg,26,Howto & Style,2020-08-11,2020-08-13,260195,17234,213,0,True,False,3 days,85671,3769,0,2 days,366869
ZOcI_9pAR_A,26,Howto & Style,2020-08-13,2020-08-14,949339,75810,914,7009,False,False,3 days,461969,19101,1333,1 days,1514561
1YlsqNMzaL8,26,Howto & Style,2020-08-13,2020-08-14,514289,73975,306,5616,False,False,5 days,674007,57670,2572,1 days,1328129
iIDWMpP84jY,26,Howto & Style,2020-08-14,2020-08-15,249167,23225,147,2236,False,False,4 days,269426,15754,902,1 days,560710
qDFjsMFojzs,26,Howto & Style,2020-08-14,2020-08-16,2528138,147308,28498,23519,False,False,6 days,1223596,26410,6041,2 days,3955012
mkF7Ep6gygQ,26,Howto & Style,2020-08-16,2020-08-17,1260572,139439,906,10852,False,False,6 days,943837,58848,3997,1 days,2417545
uUaPFMqwfAk,26,Howto & Style,2020-08-16,2020-08-17,429913,34867,334,2355,False,False,6 days,328644,16240,652,1 days,812671
8eNcqqvVyxI,26,Howto & Style,2020-08-16,2020-08-17,445232,32112,492,1564,False,False,6 days,167960,6346,253,1 days,653467
7eQG8mRlYHM,26,Howto & Style,2020-08-17,2020-08-18,834173,59375,1140,6319,False,False,5 days,648825,21590,1678,1 days,1571960
JXyIE7x78Tc,26,Howto & Style,2020-08-17,2020-08-18,261948,21782,183,1115,False,False,5 days,135383,6808,220,1 days,427256
kYy-qJHLD4Q,26,Howto & Style,2020-08-19,2020-08-20,352526,33146,242,2646,False,False,4 days,309644,20358,940,1 days,719260
JdAvZxJd4yE,26,Howto & Style,2020-08-19,2020-08-21,839091,28847,454,2870,False,False,3 days,458360,10135,394,2 days,1339697
bXqZllqGWGQ,26,Howto & Style,2020-08-21,2020-08-22,550877,64586,3440,5839,False,False,6 days,1033851,85420,7920,1 days,1748493
7Q9LYzEUECc,26,Howto & Style,2020-08-24,2020-08-25,1072011,39055,754,4039,False,False,4 days,917387,16970,642,1 days,2050104
